3.4394E-02;6.8788E-06
3.4437E-02;6.8874E-06
3.4439E-02;6.8877E-06
3.4444E-02;6.8889E-06
3.4455E-02;6.8911E-06
3.4496E-02;6.8993E-06
3.4569E-02;6.9138E-06
3.4578E-02;6.9157E-06
3.4580E-02;6.9160E-06
3.4586E-02;6.9172E-06
3.4625E-02;6.9250E-06
3.4644E-02;6.9287E-06
3.4658E-02;6.9317E-06
3.4672E-02;6.9343E-06
3.4686E-02;6.9373E-06
3.4722E-02;6.9444E-06
3.4733E-02;6.9466E-06
3.4737E-02;6.9473E-06
3.4737E-02;6.9473E-06
3.4744E-02;6.9488E-06
3.4770E-02;6.9540E-06
3.4770E-02;6.9540E-06
3.4776E-02;6.9552E-06
3.4776E-02;6.9552E-06
3.4783E-02;6.9567E-06
3.4798E-02;6.9596E-06
3.4798E-02;6.9596E-06
3.4800E-02;6.9600E-06
3.4815E-02;6.9630E-06
3.4817E-02;6.9634E-06
3.4817E-02;6.9634E-06
3.4828E-02;6.9656E-06
3.4830E-02;6.9660E-06
3.4850E-02;6.9701E-06
3.4856E-02;6.9712E-06
3.4860E-02;6.9719E-06
3.4862E-02;6.9723E-06
3.4869E-02;6.9738E-06
3.4873E-02;6.9745E-06
3.4873E-02;6.9745E-06
3.4875E-02;6.9749E-06
3.4878E-02;6.9757E-06
3.4884E-02;6.9768E-06
3.4895E-02;6.9790E-06
3.4897E-02;6.9794E-06
3.4902E-02;6.9805E-06
3.4910E-02;6.9820E-06
3.4942E-02;6.9883E-06
3.4942E-02;6.9883E-06
3.4945E-02;6.9891E-06
3.4947E-02;6.9894E-06
3.4956E-02;6.9913E-06
3.4958E-02;6.9917E-06
3.4964E-02;6.9928E-06
3.4970E-02;6.9939E-06
3.4970E-02;6.9939E-06
3.4975E-02;6.9950E-06
3.4977E-02;6.9954E-06
3.4979E-02;6.9958E-06
3.4986E-02;6.9973E-06
3.4990E-02;6.9980E-06
3.4992E-02;6.9984E-06
3.5014E-02;7.0028E-06
3.5022E-02;7.0043E-06
3.5024E-02;7.0047E-06
3.5024E-02;7.0047E-06
3.5024E-02;7.0047E-06
3.5025E-02;7.0051E-06
3.5027E-02;7.0055E-06
3.5035E-02;7.0069E-06
3.5037E-02;7.0073E-06
3.5040E-02;7.0081E-06
3.5051E-02;7.0103E-06
3.5053E-02;7.0107E-06
3.5055E-02;7.0110E-06
3.5057E-02;7.0114E-06
3.5068E-02;7.0137E-06
3.5068E-02;7.0137E-06
3.5072E-02;7.0144E-06
3.5076E-02;7.0151E-06
3.5081E-02;7.0163E-06
3.5083E-02;7.0166E-06
3.5083E-02;7.0166E-06
3.5083E-02;7.0166E-06
3.5085E-02;7.0170E-06
3.5087E-02;7.0174E-06
3.5102E-02;7.0204E-06
3.5104E-02;7.0207E-06
3.5106E-02;7.0211E-06
3.5109E-02;7.0218E-06
3.5113E-02;7.0226E-06
3.5119E-02;7.0237E-06
3.5119E-02;7.0237E-06
3.5119E-02;7.0237E-06
3.5119E-02;7.0237E-06
3.5128E-02;7.0256E-06
3.5135E-02;7.0271E-06
3.5135E-02;7.0271E-06
3.5146E-02;7.0293E-06
3.5146E-02;7.0293E-06
3.5154E-02;7.0308E-06
3.5154E-02;7.0308E-06
3.5158E-02;7.0315E-06
3.5158E-02;7.0315E-06
3.5173E-02;7.0345E-06
3.5180E-02;7.0360E-06
3.5180E-02;7.0360E-06
3.5184E-02;7.0367E-06
3.5184E-02;7.0367E-06
3.5184E-02;7.0367E-06
3.5184E-02;7.0367E-06
3.5193E-02;7.0386E-06
3.5199E-02;7.0397E-06
3.5204E-02;7.0408E-06
3.5212E-02;7.0423E-06
3.5214E-02;7.0427E-06
3.5214E-02;7.0427E-06
3.5228E-02;7.0457E-06
3.5228E-02;7.0457E-06
3.5228E-02;7.0457E-06
3.5230E-02;7.0461E-06
3.5230E-02;7.0461E-06
3.5238E-02;7.0476E-06
3.5249E-02;7.0498E-06
3.5255E-02;7.0509E-06
3.5255E-02;7.0509E-06
3.5262E-02;7.0524E-06
3.5266E-02;7.0531E-06
3.5281E-02;7.0561E-06
3.5281E-02;7.0561E-06
3.5284E-02;7.0569E-06
3.5284E-02;7.0569E-06
3.5286E-02;7.0572E-06
3.5288E-02;7.0576E-06
3.5301E-02;7.0602E-06
3.5318E-02;7.0636E-06
3.5318E-02;7.0636E-06
3.5327E-02;7.0654E-06
3.5329E-02;7.0658E-06
3.5333E-02;7.0666E-06
3.5340E-02;7.0680E-06
3.5342E-02;7.0684E-06
3.5342E-02;7.0684E-06
3.5348E-02;7.0695E-06
3.5357E-02;7.0714E-06
3.5370E-02;7.0740E-06
3.5379E-02;7.0759E-06
3.5398E-02;7.0796E-06
3.5404E-02;7.0807E-06
3.5418E-02;7.0837E-06
3.5424E-02;7.0848E-06
3.5428E-02;7.0855E-06
3.5430E-02;7.0859E-06
3.5435E-02;7.0870E-06
3.5435E-02;7.0870E-06
3.5435E-02;7.0870E-06
3.5437E-02;7.0874E-06
3.5452E-02;7.0904E-06
3.5452E-02;7.0904E-06
3.5454E-02;7.0908E-06
3.5465E-02;7.0930E-06
3.5467E-02;7.0934E-06
3.5484E-02;7.0967E-06
3.5491E-02;7.0982E-06
3.5508E-02;7.1016E-06
3.5545E-02;7.1090E-06
3.5547E-02;7.1094E-06
3.5553E-02;7.1105E-06
3.5562E-02;7.1124E-06
3.5564E-02;7.1127E-06
3.5566E-02;7.1131E-06
3.5567E-02;7.1135E-06
3.5571E-02;7.1142E-06
3.5573E-02;7.1146E-06
3.5580E-02;7.1161E-06
3.5584E-02;7.1168E-06
3.5584E-02;7.1168E-06
3.5592E-02;7.1183E-06
3.5603E-02;7.1206E-06
3.5625E-02;7.1250E-06
3.5625E-02;7.1250E-06
3.5625E-02;7.1250E-06
3.5638E-02;7.1276E-06
3.5642E-02;7.1284E-06
3.5659E-02;7.1317E-06
3.5689E-02;7.1377E-06
3.5696E-02;7.1392E-06
3.5705E-02;7.1411E-06
3.5748E-02;7.1496E-06
3.5770E-02;7.1541E-06
3.5776E-02;7.1552E-06
3.5791E-02;7.1582E-06
3.5793E-02;7.1586E-06
